name,calories,protein,carbs,fat
"Chard, swiss, cooked, boiled, drained, with salt",0.2,0.0188,0.0413,0.0008
"Chayote, fruit, cooked, boiled, drained, with salt",0.22,0.0062,0.045,0.0048
"Corn, sweet, yellow, canned, no salt added, solids and liquids (Includes foods for USDA's Food Distribution Program)",0.61,0.0195,0.1386,0.0077
"Corn, sweet, yellow, canned, cream style, no salt added",0.72,0.0174,0.1813,0.0042
"Corn, sweet, yellow, canned, vacuum pack, no salt added",0.79,0.0241,0.1944,0.005
"Corn, sweet, yellow, frozen, kernels, cut off cob, boiled, drained, with salt",0.79,0.0255,0.1871,0.0067
"Corn, sweet, yellow, frozen, kernels on cob, cooked, boiled, drained, with salt",0.94,0.0311,0.2233,0.0074
"Cress, garden, cooked, boiled, drained, with salt",0.23,0.019,0.038,0.006
"Dandelion greens, cooked, boiled, drained, with salt",0.33,0.02,0.064,0.006
"Eggplant, cooked, boiled, drained, with salt",0.33,0.0083,0.0814,0.0023
"Gourd, white-flowered (calabash), cooked, boiled, drained, with salt",0.13,0.006,0.031,0.0002
"Jute, potherb, cooked, boiled, drained, with salt",0.37,0.0368,0.0729,0.002
"Kale, cooked, boiled, drained, with salt",0.44,0.0294,0.053,0.0121
"Kale, frozen, cooked, boiled, drained, with salt",0.36,0.0294,0.053,0.0121
"Kohlrabi, cooked, boiled, drained, with salt",0.29,0.018,0.0669,0.0011
"Yambean (jicama), cooked, boiled, drained, with salt",0.36,0.0072,0.0823,0.0009
"Yardlong bean, cooked, boiled, drained, with salt",0.47,0.0253,0.0917,0.001
"Corn, sweet, white, canned, whole kernel, no salt added, solids and liquids",0.64,0.0195,0.1541,0.005
"Corn, sweet, white, canned, whole kernel, drained solids",0.67,0.0229,0.1434,0.0122
"Corn, sweet, white, canned, cream style, regular pack",0.74,0.0174,0.1862,0.0042
"Corn, sweet, white, canned, cream style, no salt added",0.72,0.0174,0.1813,0.0042
"Corn, sweet, white, frozen, kernels cut off cob, boiled, drained, with salt",0.8,0.0275,0.1956,0.0043
"Corn, sweet, white, frozen, kernels on cob, unprepared",0.98,0.0328,0.235,0.0078
"Corn, sweet, white, frozen, kernels on cob, cooked, boiled, drained, without salt",0.94,0.0311,0.2233,0.0074
"Corn, sweet, white, frozen, kernels on cob, cooked, boiled, drained, with salt",0.94,0.0311,0.2233,0.0074
"Sesbania flower, cooked, steamed, with salt",0.21,0.0114,0.051,0.0005
"Soybeans, mature seeds, sprouted, cooked, steamed, with salt",0.81,0.0847,0.0653,0.0445
"Soybeans, mature seeds, sprouted, cooked, stir-fried, with salt",1.25,0.131,0.094,0.071
"Dock, cooked, boiled, drained, with salt",0.2,0.0183,0.0293,0.0064
"Potatoes, mashed, dehydrated, prepared from flakes without milk, whole milk and margarine added",1.13,0.019,0.1502,0.056
"Peppers, sweet, red, freeze-dried",3.14,0.179,0.687,0.03
"Beans, snap, yellow, canned, regular pack, drained solids",0.2,0.0115,0.045,0.001
"Beans, snap, yellow, canned, no salt added, drained solids",0.2,0.0115,0.045,0.001
"Mushroom, white, exposed to ultraviolet light, raw",0.22,0.0309,0.0326,0.0034
"Mushrooms, portabella, exposed to ultraviolet light, grilled",0.29,0.0328,0.0444,0.0058
"Pickles, cucumber, sweet (includes bread and butter pickles)",0.91,0.0058,0.2115,0.0041
"Pickles, cucumber, sour",0.11,0.0033,0.0226,0.002
"Pickles, cucumber, sweet, low sodium (includes bread and butter pickles)",1.22,0.0037,0.3373,0.0026
"Catsup, low sodium",1.01,0.0104,0.274,0.001
"Mushrooms, enoki, raw",0.37,0.0266,0.0781,0.0029
"Peppers, sweet, yellow, raw",0.27,0.01,0.0632,0.0021
"Tomatoes, sun-dried, packed in oil, drained",2.13,0.0506,0.2333,0.1408
"Fennel, bulb, raw",0.31,0.0124,0.073,0.002
"Pickle relish, hamburger",1.29,0.0063,0.3448,0.0054
"Arugula, raw",0.25,0.0258,0.0365,0.0066
"Nopales, cooked, without salt",0.15,0.0135,0.0328,0.0005
"Cauliflower, green, raw",0.31,0.0295,0.0609,0.003
"Cauliflower, green, cooked, no salt added",0.32,0.0304,0.0628,0.0031
"Cauliflower, green, cooked, with salt",0.32,0.0304,0.0628,0.0031
"Broccoli, chinese, cooked",0.22,0.0114,0.0381,0.0072
"Grape leaves, canned",0.69,0.0427,0.1171,0.0197
"Pepper, banana, raw",0.27,0.0166,0.0535,0.0045
"Peppers, serrano, raw",0.32,0.0174,0.067,0.0044
"Peppers, ancho, dried",2.81,0.1186,0.5142,0.082
"Pickles, chowchow, with cauliflower onion mustard, sweet",1.21,0.015,0.2664,0.009
"Epazote, raw",0.32,0.0033,0.0744,0.0052
"Fireweed, leaves, raw",1.03,0.0471,0.1922,0.0275
"Malabar spinach, cooked",0.23,0.0298,0.0271,0.0078
"Yautia (tannier), raw",0.98,0.0146,0.2363,0.004
"Mushrooms, white, microwaved",0.35,0.0391,0.0604,0.0046
"Mushrooms, maitake, raw",0.31,0.0194,0.0697,0.0019
"Broccoli, chinese, raw",0.26,0.012,0.0467,0.0076
"Fiddlehead ferns, raw",0.34,0.0455,0.0554,0.004
"Seeds, sesame butter, tahini, from unroasted kernels (non-chemically removed seed coat)",6.07,0.1795,0.1789,0.5644
"Seeds, watermelon seed kernels, dried",5.57,0.2833,0.1531,0.4737
"Nuts, chestnuts, japanese, dried",3.6,0.0525,0.8143,0.0124
"Nuts, coconut milk, frozen (liquid expressed from grated meat and water)",2.02,0.0161,0.0558,0.208
"Seeds, sesame butter, tahini, from raw and stone ground kernels",5.7,0.1781,0.2619,0.48
"Nuts, formulated, wheat-based, all flavors except macadamia, without salt",6.47,0.1311,0.2079,0.623
"Seeds, sesame seed kernels, dried (decorticated)",6.31,0.2045,0.1173,0.6121
"Nuts, chestnuts, japanese, raw",1.54,0.0225,0.3491,0.0053
"Seeds, flaxseed",5.34,0.1829,0.2888,0.4216
"Seeds, pumpkin and squash seed kernels, roasted, with salt added",5.74,0.2984,0.1471,0.4905
"Seeds, sesame seed kernels, toasted, with salt added (decorticated)",5.67,0.1696,0.2604,0.48
"Seeds, sunflower seed kernels from shell, dry roasted, with salt added",5.46,0.1933,0.1531,0.498
"Seeds, sunflower seed kernels, dry roasted, with salt added",5.82,0.1933,0.2407,0.498
"Nuts, almonds, oil roasted, with salt added",6.07,0.2123,0.1768,0.5517
"Nuts, almonds, oil roasted, with salt added, smoke flavor",6.07,0.2143,0.1786,0.5589
"Nuts, cashew nuts, dry roasted, with salt added",5.74,0.1531,0.3269,0.4635
"Nuts, cashew nuts, oil roasted, with salt added",5.81,0.1684,0.3016,0.4777
"Nuts, mixed nuts, oil roasted, without peanuts, with salt added",6.15,0.1552,0.2227,0.5617
"Nuts, pecans, dry roasted, with salt added",7.1,0.095,0.1355,0.7427
"Nuts, pecans, oil roasted, with salt added",7.15,0.092,0.1301,0.7523
"Nuts, pistachio nuts, dry roasted, with salt added",5.69,0.2105,0.2755,0.4582
"Nuts, mixed nuts, oil roasted, with peanuts, lightly salted",6.07,0.2004,0.2105,0.5395
"Nuts, mixed nuts, oil roasted, without peanuts, lightly salted",6.07,0.1786,0.25,0.5
"Beef, grass-fed, strip steaks, lean only, raw",1.17,0.2307,0.0,0.0269
"Beef, carcass, separable lean and fat, choice, raw",2.91,0.1732,0.0,0.2405
"Beef, carcass, separable lean and fat, select, raw",2.78,0.1748,0.0,0.2255
"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",2.8,0.2897,0.0,0.1737
"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, choice, raw",1.65,0.2122,0.0,0.0829
"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",2.63,0.2698,0.0,0.1644
"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled",2.02,0.2755,0.0,0.0931
"Beef, rib, eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled",2.65,0.2658,0.0,0.1676
"Beef, rib, eye, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, choice, raw",1.61,0.2013,0.0,0.083
"Beef, rib, eye, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, choice, cooked, broiled",2.05,0.2888,0.0,0.0901
"Beef, rib, shortribs, separable lean and fat, choice, raw",3.9,0.144,0.004,0.3623
"Beef, brisket, flat half, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",2.21,0.3221,0.0,0.0924
"Beef, shank crosscuts, separable lean only, trimmed to 1/4"" fat, choice, raw",1.28,0.2175,0.0,0.0385
"Beef, shank crosscuts, separable lean only, trimmed to 1/4"" fat, choice, cooked, simmered",2.01,0.3368,0.0,0.0636
"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, choice, raw",1.61,0.2213,0.0,0.0739
"Beef, chuck, under blade pot roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",2.16,0.3054,0.0,0.1046
"Beef, chuck, under blade pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",1.4,0.2113,0.0031,0.0607
"Beef, chuck, under blade pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",1.45,0.2119,0.0039,0.0651
"Beef, ground, patties, frozen, cooked, broiled",2.95,0.2305,0.0,0.2183
"Beef, variety meats and by-products, heart, cooked, simmered",1.65,0.2848,0.0015,0.0473
"Beef, variety meats and by-products, kidneys, raw",0.99,0.174,0.0029,0.0309
"Beef, variety meats and by-products, kidneys, cooked, simmered",1.58,0.2727,0.0,0.0465
"Beef, variety meats and by-products, liver, raw",1.35,0.2036,0.0389,0.0363
"Beef, variety meats and by-products, pancreas, raw",2.35,0.157,0.0,0.186
"Beef, variety meats and by-products, pancreas, cooked, braised",2.71,0.271,0.0,0.172
"Beef, variety meats and by-products, spleen, raw",1.05,0.183,0.0,0.03
"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",2.11,0.2922,0.0,0.0952
"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, cooked, grilled",1.89,0.2999,0.0,0.0674
"Beef, top sirloin, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",2.12,0.2933,0.0,0.0967
"Beef, top sirloin, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled",2.19,0.2902,0.0,0.1054
"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",2.76,0.2396,0.0,0.1927
"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 0"" fat, USDA choice, cooked, broiled",2.83,0.2361,0.0,0.2015
"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 0"" fat, USDA select, cooked, broiled",2.67,0.2447,0.0,0.1798
"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, all grades, raw",1.55,0.2232,0.0,0.066
"Beef, short loin, porterhouse steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled",1.94,0.2689,0.0,0.0881
"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",2.47,0.2418,0.0,0.1593
"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 0"" fat, USDA choice, cooked, broiled",2.58,0.2405,0.0,0.1726
"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 0"" fat, USDA select, cooked, broiled",2.3,0.2438,0.0,0.14
"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",2.06,0.2845,0.0,0.0935
"Beef, short loin, t-bone steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled",1.77,0.26,0.0,0.0736
"Beef, brisket, flat half, separable lean only, trimmed to 0"" fat, select, cooked, braised",1.98,0.339,0.0,0.0592
"Beef, round, tip round, roast, separable lean and fat, trimmed to 0"" fat, all grades, raw",1.51,0.2048,0.0,0.0701
"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",1.66,0.3024,0.0,0.0411
"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",1.58,0.2981,0.0,0.0337
"Beef, ground, 70% lean meat / 30% fat, crumbles, cooked, pan-browned",2.7,0.2556,0.0,0.1786
"Beef, ground, 70% lean meat / 30% fat, loaf, cooked, baked",2.41,0.2387,0.0,0.1537
"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",2.02,0.2828,0.0,0.0983
"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",1.87,0.2796,0.0,0.0834
"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",1.39,0.2036,0.0,0.0642
"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",1.43,0.2035,0.0,0.0688
"Beef, shoulder top blade steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",2.1,0.2759,0.0,0.1107
"Beef, shoulder pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",1.23,0.2164,0.0,0.0409
"Beef, shoulder pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",1.25,0.2145,0.0011,0.0435
"Beef, shoulder pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",1.21,0.2193,0.0,0.037
"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",2.15,0.2001,0.0,0.1442
"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked",2.59,0.2611,0.0,0.1659
"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, choice, raw",2.24,0.1979,0.0,0.1542
"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, choice, cooked",2.68,0.2585,0.0,0.1768
"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, select, raw",1.93,0.1906,0.0,0.124
"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",2.89,0.2882,0.0,0.1842
"Beef, brisket, point half, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",2.67,0.1765,0.0059,0.2098
"Beef, brisket, point half, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",3.49,0.244,0.0,0.2717
"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",2.44,0.1923,0.0,0.1798
"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",2.95,0.3005,0.0,0.185
"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",2.48,0.1716,0.0,0.1941
"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",3.41,0.2678,0.0,0.2512
"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, choice, raw",2.68,0.1698,0.0097,0.2131
"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",1.9,0.2641,0.0,0.0936
"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, select, cooked, roasted",1.72,0.2702,0.0,0.0712
"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, all grades, raw",3.06,0.1653,0.0,0.261
"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",3.37,0.2242,0.0,0.2675
"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",3.51,0.2277,0.0,0.2811
"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",3.15,0.2273,0.0,0.242
"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",3.3,0.231,0.0,0.2563
"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, prime, raw",3.55,0.1615,0.0,0.3166
"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",3.86,0.2195,0.0,0.3238
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, choice, raw",3.33,0.1603,0.0,0.2934
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",3.7,0.2086,0.0,0.3118
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",3.78,0.225,0.0,0.3128
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, select, raw",2.95,0.1652,0.0,0.2485
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, raw",2.54,0.1933,0.0,0.1906
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",2.91,0.2585,0.0,0.2004
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",3.41,0.2254,0.0,0.2714
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, choice, raw",2.63,0.1909,0.0,0.2013
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",3.23,0.2276,0.0,0.2502
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, prime, raw",3.35,0.1674,0.0006,0.2918
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",3.54,0.2413,0.0,0.2786
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",4.11,0.2215,0.0,0.3512
"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, select, raw",1.84,0.2056,0.0,0.1068
"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",2.18,0.2758,0.0,0.1108
"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",1.92,0.207,0.0,0.1154
"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",2.47,0.3276,0.0,0.1187
"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",2.4,0.3267,0.0,0.1119
"Beef, round, bottom round, roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",2.12,0.2677,0.0,0.1085
"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",1.66,0.2149,0.0,0.0824
"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",2.08,0.2831,0.0,0.0965
"Beef, round, tip round, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",1.89,0.196,0.0,0.1167
"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",2.19,0.2745,0.0,0.1134
"Beef, round, tip round, separable lean and fat, trimmed to 1/8"" fat, choice, raw",1.99,0.1948,0.0,0.1283
"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",2.28,0.2727,0.0,0.1234
"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",1.66,0.2206,0.0,0.0793
"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",2.38,0.3434,0.0,0.1013
"Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",2.04,0.3067,0.0,0.09
"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",1.68,0.2194,0.0,0.0819
"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",2.01,0.3063,0.0,0.0773
